Código nave,Tipo nave (agrupado),TRG,Puerto origen,Puerto destino,Agencia,Sitio,Línea naviera,Servicio,service_time_hours,atraque_hour,atraque_dayofweek,atraque_month,atraque_year,Calado arribo,Calado diff
9193288,Container,54437,SANTOS - SP,CALLAO,80992000-3 - ULTRAMAR,Sitio 1,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,17.916666666666668,5,2,8,2024,12.9,1.7
9928205,Container,42799,RIO GRANDE - RS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,37.333333333333336,8,5,8,2024,12.55,0.3
9347827,General Cargo,7223,MEJILLONES,PAITA,82728500-5 - IAN TAYLOR,C1,BBC,USA,30.633333333333333,10,5,8,2024,6.75,0.85
9857183,Container,149525,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,53.5,0,3,8,2024,9.75,0.9
9950117,Container,26914,CALLAO,PISCO-GEN SAN MARTIN,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,52.41666666666666,11,3,8,2024,8.8,-0.6
9490624,Dry Bulk,32837,CALDERA,COQUIMBO,80992000-3 - ULTRAMAR,C2,NON-LINER,NO SERVICE,26.666666666666668,5,6,9,2024,11.435,-1.08
9232981,Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,17.0,12,3,8,2024,5.295,0.195
9645877,Container,116603,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,33.81666666666667,20,5,8,2024,11.15,1.0
9797187,Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C1,MAERSK LINE,84Q ATACAMA FEEDER,21.73333333333333,6,1,9,2024,11.2,0.1
9731949,Container,94623,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,32.166666666666664,22,5,9,2024,11.9,1.1
9964352,Dry Bulk,35600,ROSARIO,PATILLOS,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,71.33333333333333,13,1,9,2024,10.23,4.83
9490624,Dry Bulk,32837,CALDERA,COQUIMBO,80992000-3 - ULTRAMAR,C2,NON-LINER,NO SERVICE,21.83333333333333,7,2,9,2024,11.435,-1.08
9845972,Dry Bulk,24331,CALLAO,PATILLOS,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,128.4,4,4,8,2024,10.02,4.57
9158616,Vehicle Carrier,71383,SHANGHAI,CALLAO,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,64.36666666666666,6,4,9,2024,8.35,1.85
9198575,Container,92198,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,25.416666666666668,6,2,9,2024,11.75,0.0
9245744,Container,92198,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,34.416666666666664,9,0,9,2024,11.95,0.15
9786762,Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C2,MAERSK LINE,84Q ATACAMA FEEDER,35.53333333333333,12,0,9,2024,10.15,0.4
9324875,Container,39906,CALLAO,SHANGHAI,96566940-k - AGUNSA,C1,ZIM,ZIM Albatros,30.08333333333333,5,0,9,2024,9.81,0.06
9928188,Container,42799,ARICA,SAN FRANCISCO DO SUL,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,21.25,6,3,9,2024,9.15,-0.4
9745548,Container,29316,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,52.083333333333336,13,3,9,2024,9.55,0.05
9379985,Liquid Bulk,16222,QUINTERO,PISCO-GEN SAN MARTIN,82728500-5 - IAN TAYLOR,Sitio 9,MOL,CAR CARRIERS,8.983333333333333,14,0,9,2024,8.0,1.75
9950430,Dry Bulk,34444,ARICA,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,98.0,10,4,9,2024,11.05,4.94
9395020,Container,15375,CALLAO,CALLAO,96566940-k - AGUNSA,C1,ZIM,Colibri Express,16.583333333333332,12,4,9,2024,6.6,-1.1
9403293,Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,39.91666666666666,8,2,9,2024,6.35,-4.625
9845972,Dry Bulk,24331,CALLAO,PATILLOS,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,30.966666666666665,13,2,9,2024,10.02,4.57
9928865,Dry Bulk,40350,LAZARO CARDENAS - MIC,PUNTA DEL ESTE,80925100-4 - SOMARCO,Sitio 3,NON-LINER,NO SERVICE,34.333333333333336,13,0,9,2024,7.7,0.975
9450791,Dry Bulk,23456,SAN LORENZO,QUINTERO,80010900-0 - AGENTAL,C1,NON-LINER,NO SERVICE,52.766666666666666,16,5,9,2024,9.765,4.8
9729087,Container,96223,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Eurosal,71.51666666666667,7,2,9,2024,10.25,-1.55
9193317,Container,54465,SANTOS - SP,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,38.833333333333336,20,5,9,2024,12.2,0.4
9720500,Container,94469,CALLAO,CORONEL,96707720-8 - MSC,C2,MSC,SAWC-USA-NWC,37.06666666666667,7,0,9,2024,9.75,1.675
9379985,Liquid Bulk,16222,QUINTERO,PISCO-GEN SAN MARTIN,82728500-5 - IAN TAYLOR,Sitio 3,MOL,CAR CARRIERS,9.166666666666666,0,2,9,2024,8.0,1.75
9853632,Dry Bulk,36463,SAN LORENZO,PATILLOS,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,96.5,14,4,9,2024,9.6,3.41
9450791,Dry Bulk,23456,SAN LORENZO,QUINTERO,80010900-0 - AGENTAL,Sitio 4/5,NON-LINER,NO SERVICE,55.583333333333336,22,0,9,2024,9.765,4.8
9947110,Container,155492,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,74.03333333333333,23,2,9,2024,12.0,0.7
9450791,Dry Bulk,23456,SAN LORENZO,QUINTERO,80010900-0 - AGENTAL,C1,NON-LINER,NO SERVICE,50.18333333333333,20,5,9,2024,9.765,4.8
9946245,Container,18848,LIRQUEN,CALLAO,96566940-k - AGUNSA,C2,ZIM,Colibri Express,18.183333333333334,8,5,9,2024,9.35,-0.1
9191632,Container,6406,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,22.166666666666668,15,1,9,2024,5.7,-0.975
9338694,Vehicle Carrier,60876,YOKOHAMA - KANAGAWA,IQUIQUE,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,32.71666666666667,7,4,9,2024,8.9,1.1
9305594,Container,109149,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,31.383333333333333,23,5,9,2024,11.25,0.8
9595527,Container,99995,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 1,EVERGREEN,WSA,39.28333333333333,7,0,9,2024,12.9,0.85
9790672,Liquid Bulk,21242,SANTOS - SP,SAN FRANCISCO - CA,78986820-4 - B&M,Sitio 3,NON-LINER,NO SERVICE,17.75,2,4,9,2024,9.5,2.5
9725823,Dry Bulk,12145,MEJILLONES,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,9.566666666666666,0,3,9,2024,9.05,0.425
9302956,Container,26671,CALLAO,CALLAO,80925100-4 - SOMARCO,C1,COSCO GROUP,Americas XL,51.93333333333333,13,3,9,2024,9.4,-0.1
9256834,Liquid Bulk,10936,QUINTERO,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,23.75,8,3,9,2024,5.53,-2.02
9193288,Container,54437,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,34.88333333333333,11,4,9,2024,8.85,0.8
9806055,Container,146694,LIRQUEN,CALLAO,96566940-k - AGUNSA,Sitio 1,ONE,AX2,24.0,22,3,9,2024,11.75,-0.4
9441520,Vehicle Carrier,58767,MONTEVIDEO,CALLAO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,16.95,3,0,9,2024,9.0,0.5
9318474,Vehicle Carrier,55775,IQUIQUE,MONTEVIDEO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,38.5,19,5,9,2024,7.95,0.8
9308003,Container,36483,CALLAO,SHANGHAI,96566940-k - AGUNSA,C2,ZIM,ZIM Albatros,136.01666666666668,5,0,9,2024,10.3,0.55
9232981,Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,15.9,7,2,9,2024,4.45,-1.11
9143556,Container,53523,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 1,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,23.78333333333333,15,6,9,2024,12.4,0.8
9707015,Vehicle Carrier,59760,EAST LONDON,CALLAO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,26.83333333333333,11,0,9,2024,8.9,1.15
9166792,Container,92198,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,37.25,13,0,9,2024,11.875,0.375
9928920,Dry Bulk,40350,MANTA,PUNTA DEL ESTE,80925100-4 - SOMARCO,Sitio 2,NON-LINER,NO SERVICE,17.416666666666668,5,3,9,2024,7.61,1.11
9629093,Container,101063,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 1,EVERGREEN,WSA,42.41666666666666,16,0,9,2024,12.1,0.6
9314985,Container,28927,VALPARAISO,CALLAO,96566940-k - AGUNSA,C1,ONE,FLX,17.75,15,5,9,2024,6.1,-1.8
9797204,Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,84Q ATACAMA FEEDER,13.5,15,2,9,2024,10.125,1.175
9928205,Container,42799,ANTOFAGASTA,SAN FRANCISCO DO SUL,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,17.133333333333333,13,4,9,2024,10.425,-0.425
9720483,Container,94469,CALLAO,CORONEL,96707720-8 - MSC,C1,MSC,SAWC-USA-NWC,43.65,0,1,9,2024,10.8,0.0
9580132,Dry Bulk,23440,PATILLOS,TALCAHUANO,96566940-k - AGUNSA,Sitio 4/5,NON-LINER,NO SERVICE,82.15,13,2,9,2024,9.85,4.025
9593282,Dry Bulk,31540,CORONEL,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,110.16666666666669,16,1,9,2024,10.55,5.12
9308807,Vehicle Carrier,46800,BUENAVENTURA,"KANDA (KARITA), FUKUOKA",96566940-k - AGUNSA,Sitio 4/5,NON-LINER,NO SERVICE,14.533333333333331,21,1,9,2024,7.9,0.5
9777620,Container,118945,CALLAO,CALLAO,80992000-3 - ULTRAMAR,C1,HAPAG-LLOYD CHILE SPA,Eurosal,64.48333333333333,21,2,9,2024,10.56,3.06
9403229,Container,40030,CALLAO,KOBE - HYOGO,96566940-k - AGUNSA,C1,ZIM,ZIM Albatros,47.583333333333336,5,0,9,2024,9.39,1.04
9962550,Container,155084,CALLAO,LIRQUEN,96707720-8 - MSC,C2,MSC,Andes,40.9,7,0,9,2024,10.45,0.65
9477359,Container,16137,LIRQUEN,CALLAO,96566940-k - AGUNSA,C2,ZIM,Colibri Express,24.1,13,4,9,2024,7.05,0.4
9672416,Vehicle Carrier,58767,IQUIQUE,KOBE - HYOGO,96566940-k - AGUNSA,Sitio 4/5,KKK LINE,ASIA,15.766666666666667,21,0,9,2024,8.65,0.65
9319480,Liquid Bulk,18405,QUINTERO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,19.1,11,2,10,2024,8.75,0.0
9403293,Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,35.416666666666664,20,5,9,2024,5.835,-3.835
9224300,Container,39941,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,21.666666666666668,6,2,9,2024,12.35,0.95
9920722,Dry Bulk,34628,BAHIA BLANCA,COQUIMBO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,127.16666666666669,8,6,9,2024,12.15,6.44
9959307,Dry Bulk,24748,CALLAO,QUINTERO,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,95.63333333333334,17,0,10,2024,10.0,4.35
9355551,Container,116739,CALLAO,HONG KONG,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA,41.5,9,0,9,2024,11.0,1.05
9959307,Dry Bulk,24748,CALLAO,QUINTERO,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,88.11666666666666,16,3,9,2024,10.0,4.35
9395628,Vehicle Carrier,49675,IQUIQUE,NAGOYA - AICHI,78610880-2 - INCHCAPE,C1,NYK,CAR CARRIERS,7.616666666666666,22,1,10,2024,7.95,0.35
9958004,Liquid Bulk,12065,CALLAO,PARANAGUA - PR,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,14.033333333333331,5,6,9,2024,7.6,0.7
9355252,Vehicle Carrier,59217,CALLAO,"KANDA (KARITA), FUKUOKA",96566940-k - AGUNSA,Sitio 4/5,NON-LINER,NO SERVICE,9.533333333333331,13,5,10,2024,7.95,0.55
9441570,Vehicle Carrier,58767,BALBOA,IQUIQUE,78610880-2 - INCHCAPE,Sitio 4/5,NON-LINER,NO SERVICE,21.48333333333333,6,1,9,2024,9.05,0.65
9729910,Dry Bulk,34614,NEW ORLEANS INT. APT,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,119.75,16,4,9,2024,11.475,6.085
9729104,Container,96223,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C1,CMA CGM,Eurosal,72.33333333333333,7,2,9,2024,11.775,1.725
9699206,Container,94930,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,34.05,12,0,9,2024,10.8,0.8
9329461,Vehicle Carrier,57542,PISCO-GEN SAN MARTIN,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,WWO,WCSA,30.15,9,2,9,2024,8.475,0.275
9797199,Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C2,MAERSK LINE,84Q ATACAMA FEEDER,32.7,2,2,9,2024,10.0,-0.6
9193317,Container,54465,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 1,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,25.5,11,5,9,2024,8.85,-0.8
9302645,Container,90389,CALLAO,LIRQUEN,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,34.166666666666664,13,5,9,2024,10.4,0.2
9324849,Container,39906,CALLAO,KOBE - HYOGO,96566940-k - AGUNSA,C1,ZIM,ZIM Albatros,47.93333333333333,5,0,9,2024,9.35,0.6
9629108,Container,101063,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,WSA,38.083333333333336,7,0,9,2024,13.1,0.5
9289934,Container,93511,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,40.833333333333336,11,0,9,2024,12.8,0.65
9962550,Container,155084,CALLAO,LIRQUEN,96707720-8 - MSC,Sitio 1,MSC,Andes,36.88333333333333,0,2,9,2024,10.45,0.65
9191632,Container,6406,SAN VICENTE,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 3,TRANSMARES,CABOTAJE SUR,22.0,21,3,9,2024,4.5,-0.56
9610391,Vehicle Carrier,59022,ZARATE,CALLAO,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,4.683333333333334,23,1,10,2024,9.095,0.045
9777606,Container,118945,CALLAO,CALLAO,80992000-3 - ULTRAMAR,C2,HAPAG-LLOYD CHILE SPA,Eurosal,86.21666666666667,9,2,10,2024,10.6,1.4
9762845,Dry Bulk,34164,BAHIA BLANCA,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,114.58333333333331,18,2,10,2024,12.03,6.38
9184859,Vehicle Carrier,58684,SHANGHAI,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,52.36666666666667,23,2,10,2024,8.5,1.725
9232981,Container,6385,SAN VICENTE,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,18.28333333333333,8,6,10,2024,3.77,-3.03
9143556,Container,53523,ARICA,CORONEL,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,33.916666666666664,20,4,10,2024,8.085,-0.065
9950117,Container,26914,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,47.66666666666666,10,3,10,2024,10.15,0.55
9731937,Container,94623,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,35.083333333333336,20,5,10,2024,10.4,0.05
9976496,Container,49122,CALLAO,SANTOS - SP,80925100-4 - SOMARCO,Sitio 3,NON-LINER,NO SERVICE,26.466666666666665,0,3,10,2024,7.275,0.625
9786762,Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C1,MAERSK LINE,84Q ATACAMA FEEDER,19.25,7,2,10,2024,10.1,0.1
9928188,Container,42799,RIO GRANDE - RS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,20.33333333333333,10,0,10,2024,12.55,-0.05
9203588,Vehicle Carrier,55719,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,35.833333333333336,5,6,10,2024,7.94,1.055
9797187,Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C2,MAERSK LINE,84Q ATACAMA FEEDER,20.683333333333334,6,1,10,2024,9.4,0.45
9219800,Container,92198,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,37.66666666666666,9,1,10,2024,11.95,0.45
9932048,Container,150783,CALLAO,LIRQUEN,96707720-8 - MSC,Sitio 1,MSC,Andes,82.61666666666666,7,3,10,2024,11.1,0.9
9702273,Container,96331,CALLAO,CORONEL,96707720-8 - MSC,C2,MSC,SAWC-USA-NWC,35.833333333333336,20,0,9,2024,9.3,1.2
9932907,Container,152165,CALLAO,LIRQUEN,96707720-8 - MSC,Sitio 1,MSC,Andes,80.33333333333333,15,2,10,2024,11.05,0.35
9383106,Vehicle Carrier,68701,PISCO-GEN SAN MARTIN,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,WWO,WCSA,21.03333333333333,21,4,10,2024,7.45,0.625
9474254,Dry Bulk,23432,SAN LORENZO,VALPARAISO,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,55.333333333333336,6,5,10,2024,9.0,3.5
9403293,Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,36.15,0,2,10,2024,5.685,-5.22
9745500,Container,29316,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C1,CMA CGM,Americas XL,61.95,15,3,10,2024,9.4,-0.45
9520053,Container,123560,SAN VICENTE,YANTIAN,80992000-3 - ULTRAMAR,Sitio 1,NON-LINER,NO SERVICE,17.5,14,6,9,2024,10.225,-0.15
9158288,Vehicle Carrier,57623,TALCAHUANO,IQUIQUE,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,22.53333333333333,17,6,10,2024,8.3,0.5
9256834,Liquid Bulk,10936,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,24.416666666666668,9,6,10,2024,5.445,-2.605
9720316,Dry Bulk,36353,SAN LORENZO,PATILLOS,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,110.5,14,0,10,2024,12.2,6.29
9797204,Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C1,MAERSK LINE,84Q ATACAMA FEEDER,25.08333333333333,12,1,10,2024,9.9,0.25
9797199,Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C1,MAERSK LINE,84Q ATACAMA FEEDER,27.08333333333333,21,0,10,2024,8.9,-0.375
9811995,General Cargo,11522,MEJILLONES,PAITA,82728500-5 - IAN TAYLOR,Sitio 3,BBC,USA,20.8,23,0,10,2024,5.65,-0.35
9786762,Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C1,MAERSK LINE,84Q ATACAMA FEEDER,20.48333333333333,10,1,10,2024,9.25,-0.25
9398436,Container,114044,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,39.16666666666666,12,0,10,2024,12.25,0.3
9703590,Dry Bulk,36286,CALLAO,HUELVA,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,45.48333333333333,6,2,10,2024,7.775,-2.075
9224300,Container,39941,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,25.5,6,4,10,2024,10.45,-0.55
9193288,Container,54437,RIO GRANDE,CALLAO,80992000-3 - ULTRAMAR,Sitio 1,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,24.416666666666668,6,6,10,2024,12.475,0.175
9252216,Vehicle Carrier,56439,EAST LONDON,CALLAO,96566940-k - AGUNSA,C2,HYUNDAI GLOVIS INC.,CAR CARRIERS,13.1,8,2,10,2024,8.35,0.7
9595498,Container,99995,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 1,EVERGREEN,WSA,39.55,22,0,10,2024,12.1,0.4
9883508,Dry Bulk,35034,SAN LORENZO,PATILLOS,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,99.0,14,0,10,2024,9.185,0.0
9285976,Container,90645,CALLAO,LIRQUEN,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,45.28333333333333,22,2,10,2024,10.0,0.65
9448217,Dry Bulk,34778,BALTIMORE - MD,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,119.91666666666669,19,1,10,2024,12.2,6.89
9605231,Container,94402,CALLAO,CORONEL,96707720-8 - MSC,C2,MSC,SAWC-USA-NWC,27.03333333333333,22,0,10,2024,9.75,1.65
9862035,Passenger,23615,ISLA JUAN FERNANDEZ,PUERTO MONTT,78610880-2 - INCHCAPE,C1,NON-LINER,NO SERVICE,25.3,17,2,10,2024,5.45,-0.055
9660798,Vehicle Carrier,58767,LAZARO CARDENAS - MIC,MONTEVIDEO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,38.083333333333336,6,4,10,2024,8.5,0.0
9595486,Container,99995,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,WSA,36.11666666666667,17,0,10,2024,12.225,-0.15
9191632,Container,6406,SAN VICENTE,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,13.916666666666666,6,2,10,2024,5.1,-0.58
9403293,Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,35.5,23,2,10,2024,6.07,-4.545
9318474,Vehicle Carrier,55775,MONTEVIDEO,CALLAO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,31.48333333333333,11,6,10,2024,8.35,0.65
9437385,Container,40541,CALLAO,KOBE - HYOGO,96566940-k - AGUNSA,C2,ZIM,ZIM Albatros,65.2,6,1,10,2024,11.9,2.05
9729116,Container,95256,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Eurosal,77.46666666666667,2,2,10,2024,11.8,0.9
9477531,Liquid Bulk,11628,CALLAO,CABO NEGRO,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,11.416666666666666,8,4,10,2024,5.5,0.5
9745548,Container,29316,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C1,CMA CGM,Americas XL,44.266666666666666,21,4,10,2024,9.75,1.15
9425992,Liquid Bulk,16222,QUINTERO,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 9,MOL,CAR CARRIERS,7.8,0,5,10,2024,8.0,2.0
9928205,Container,42799,RIO GRANDE - RS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,U4Gabac,22.0,6,5,10,2024,12.425,0.975
9943085,Container,42799,ARICA,SAN FRANCISCO DO SUL,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,32.333333333333336,5,4,10,2024,10.75,3.15
9177428,Vehicle Carrier,57449,BALBOA,IQUIQUE,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,17.466666666666665,5,3,10,2024,9.1,0.725
9477531,Liquid Bulk,11628,CALLAO,CABO NEGRO,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,18.75,22,4,10,2024,5.5,0.5
9526978,Container,89505,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,37.833333333333336,6,0,10,2024,12.0,0.25
9808352,Dry Bulk,23917,OQUENDO,IQUIQUE,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,121.55,5,5,10,2024,10.35,4.925
9757797,Dry Bulk,23234,PUERTO MONTT,QUINTERO,78986820-4 - B&M,C2,NON-LINER,NO SERVICE,61.05,11,5,10,2024,5.0,-1.6
9808352,Dry Bulk,23917,OQUENDO,IQUIQUE,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,50.7,20,0,10,2024,10.35,4.925
9946843,Container,155492,CALLAO,LIRQUEN,96707720-8 - MSC,Sitio 1,MSC,Andes,66.66666666666667,8,3,10,2024,12.5,1.1
9580132,Dry Bulk,23440,PATILLOS,TALCAHUANO,96566940-k - AGUNSA,Sitio 4/5,NON-LINER,NO SERVICE,49.16666666666666,12,3,10,2024,9.9,3.13
9450727,Dry Bulk,23456,LIRQUEN,PATILLOS,78986820-4 - B&M,Sitio 3,NON-LINER,NO SERVICE,39.55,22,1,10,2024,6.5,1.45
9232981,Container,6385,SAN VICENTE,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,14.333333333333334,22,1,10,2024,4.48,-0.65
